category	deployed	pool	source_path	band_min	band_max
mutant	distant_7_3814bd06aa	Amplified	ambient/soundscape/mutants/poltergeist/distant_7	20.0	300.0
mutant	distant_8_2348a89be0	Amplified	ambient/soundscape/mutants/poltergeist/distant_8	15.0	300.0
mutant	distant_2_bb7663e404	Amplified	ambient/soundscape/mutants/zombie/distant_2	5.0	250.0
mutant	distant_9_bcae4a31b7	Amplified	ambient/soundscape/mutants/poltergeist/distant_9	20.0	300.0
mutant	distant_1_4a0f1d3b5c	Amplified	ambient/soundscape/mutants/psysucker/distant_1	10.0	250.0
mutant	distant_2_043c7b1172	Amplified	ambient/soundscape/mutants/psysucker/distant_2	10.0	250.0
mutant	distant_3_93fa00553d	Amplified	ambient/soundscape/mutants/psysucker/distant_3	10.0	250.0
mutant	distant_5_77591178e2	Amplified	ambient/soundscape/mutants/psysucker/distant_5	10.0	250.0
mutant	distant_1b_1e787de294	Amplified	ambient/soundscape/mutants/snork/bck/distant_1b	5.0	150.0
mutant	distant_2b_ae7a72a721	Amplified	ambient/soundscape/mutants/snork/bck/distant_2b	5.0	150.0
mutant	distant_3b_0c9a5cb57d	Amplified	ambient/soundscape/mutants/snork/bck/distant_3b	5.0	150.0
mutant	distant_4b_b27b2178fe	Amplified	ambient/soundscape/mutants/snork/bck/distant_4b	5.0	150.0
mutant	distant_1_1a7e4e152d	Amplified	ambient/soundscape/mutants/snork/distant_1	10.0	250.0
mutant	distant_2_642365be6c	Amplified	ambient/soundscape/mutants/snork/distant_2	10.0	250.0
mutant	distant_3_8a2134d06f	Amplified	ambient/soundscape/mutants/snork/distant_3	10.0	250.0
mutant	distant_4_07e2260055	Amplified	ambient/soundscape/mutants/snork/distant_4	10.0	250.0
mutant	distant_1_621c045428	Amplified	ambient/soundscape/mutants/zombie/distant_1	5.0	250.0
mutant	distant_3_3eeb71a613	Amplified	ambient/soundscape/mutants/zombie/distant_3	5.0	250.0
mutant	distant_4_95f272f565	Amplified	ambient/soundscape/mutants/zombie/distant_4	5.0	250.0
mutant	distant_5_6630306f4e	Amplified	ambient/soundscape/mutants/zombie/distant_5	5.0	250.0
mutant	distant_6_f70ce57569	Amplified	ambient/soundscape/mutants/zombie/distant_6	5.0	250.0
mutant	distant_7_2a53409e99	Amplified	ambient/soundscape/mutants/zombie/distant_7	5.0	250.0
mutant	rnd_mutant_6_ea7a833b81	DeadAir	ambient/lar_ambients/af3/rnd_mutant_6	30.0	150.0
mutant	rnd_mutant_5_9a3579c4bb	DeadAir	ambient/lar_ambients/af3/rnd_mutant_5	30.0	150.0
mutant	rnd_mutant_12_ad77d0cec9	DeadAir	ambient/lar_ambients/af3/rnd_mutant_12	30.0	150.0
mutant	giant_idle_3_3ce568da78	NLC	monsters/giant/giant_idle_3	5.0	75.0
mutant	izlome_idle_3_1a33af1cf6	Amplified	monsters/biblio/izlome_idle_3	1.0	60.0
mutant	distant_growl_2_4d7714e20e	Amplified	monsters/bloodsucker/distant_growl_2	1	100
mutant	distant_growl_3_78157cfabc	Amplified	monsters/bloodsucker/distant_growl_3	1	100
mutant	idle_0_9a33ab6c6c	Amplified	monsters/bloodsucker/idle_0	1.0	70.0
mutant	idle_0_70094f5f9a	NLC	monsters/bloodsucker/idle_0	1.0	30.0
mutant	idle_1_2ef04d737f	Amplified	monsters/bloodsucker/idle_1	1.0	70.0
mutant	idle_2_6902673f48	Amplified	monsters/bloodsucker/idle_2	1.0	70.0
mutant	idle_3_6a7151e676	Amplified	monsters/bloodsucker/idle_3	1.0	70.0
mutant	idle_4_d8496d74ce	Amplified	monsters/bloodsucker/idle_4	1.0	70.0
mutant	idle_5_d0d78b10aa	Amplified	monsters/bloodsucker/idle_5	1.0	70.0
mutant	sucker_breath_mix_0_1d82f30468	Amplified	monsters/bloodsucker/sucker_breath_mix_0	1.0	50.0
mutant	sucker_growl_0_8dd2b284a7	Amplified	monsters/bloodsucker/sucker_growl_0	1.0	100.0
mutant	sucker_growl_2_b37bc6bd2e	Amplified	monsters/bloodsucker/sucker_growl_2	1.0	100.0
mutant	sucker_growl_3_8c93c5e2a6	Amplified	monsters/bloodsucker/sucker_growl_3	1.0	100.0
mutant	sucker_growl_4_4e5c4438f3	Amplified	monsters/bloodsucker/sucker_growl_4	1.0	100.0
mutant	swamp_growl_1_3ee9a3cca1	Amplified	monsters/bloodsucker/swamp_growl_1	5.0	150.0
mutant	swamp_growl_2_8ef8b59b83	Amplified	monsters/bloodsucker/swamp_growl_2	5.0	150.0
mutant	boar_eat_0_6247cc3e9b	Amplified	monsters/boar/boar_eat_0	1.0	35.0
mutant	boar_eat_1_88528cc4ee	Amplified	monsters/boar/boar_eat_1	1.0	35.0
mutant	boar_eat_2_bb6a661b6f	Amplified	monsters/boar/boar_eat_2	1.0	35.0
mutant	boar_eat_3_5d999fb2be	Amplified	monsters/boar/boar_eat_3	1.0	35.0
mutant	boar_idle_0_c249cd72dc	Amplified	monsters/boar/boar_idle_0	1.0	70.0
mutant	boar_idle_1_88a03d127e	Amplified	monsters/boar/boar_idle_1	1.0	70.0
mutant	boar_idle_2_85653a344e	Amplified	monsters/boar/boar_idle_2	1.0	70.0
mutant	boar_idle_3_bd9f2fcd4d	Amplified	monsters/boar/boar_idle_3	1.0	70.0
mutant	burer_eat_0_34c3ff933d	Amplified	monsters/burer/burer_eat_0	1.0	25.0
mutant	burer_eat_1_f39b36a678	Amplified	monsters/burer/burer_eat_1	1.0	25.0
mutant	burer_idle_0_2202f2ae04	Amplified	monsters/burer/burer_idle_0	1.0	100.0
mutant	burer_idle_1_7e71a6beec	Amplified	monsters/burer/burer_idle_1	1.0	100.0
mutant	burer_idle_2_11cb386c17	Amplified	monsters/burer/burer_idle_2	1.0	100.0
mutant	burer_idle_3_1990e4791a	Amplified	monsters/burer/burer_idle_3	1.0	100.0
mutant	burer_idle_3_0125f60c54	Soundscape	monsters/burer/burer_idle_3	1.0	100.0
mutant	c2_idle_1_6697552414	Amplified	monsters/cat/c2_idle_1	5.0	50.0
mutant	c2_idle_2_909a3c3950	Amplified	monsters/cat/c2_idle_2	5.0	50.0
mutant	c2_idle_3_49bb9e644d	Amplified	monsters/cat/c2_idle_3	5.0	50.0
mutant	c_eat_0_6b4e00acb0	Amplified	monsters/cat/c_eat_0	5.0	70.0
mutant	bdog_eat_0_78f5a2cff6	DeadAir	monsters/dog/bdog_eat_0	1.0	20.0
mutant	bdog_eat_0_b63a077f65	NLC	monsters/dog/bdog_eat_0	1.0	15.0
mutant	c_eat_1_8304aa2818	Amplified	monsters/cat/c_eat_1	5.0	70.0
mutant	bdog_eat_1_96968a351e	NLC	monsters/dog/bdog_eat_1	1.0	15.0
mutant	chimera_growl_1_861fce7819	Amplified	monsters/chimera/chimera_growl_1	5.0	175.0
mutant	chimera_idle_1_3214bcedf9	Amplified	monsters/chimera/chimera_idle_1	10.0	150.0
mutant	chimera_idle_2_031d371a8e	Amplified	monsters/chimera/chimera_idle_2	10.0	150.0
mutant	chimera_idle_3_09762adfbc	Amplified	monsters/chimera/chimera_idle_3	10.0	150.0
mutant	idle_1_ca799a3b00	Amplified	monsters/chimera/idle_1	1.0	125.0
mutant	idle_2_eb6c9c0546	Amplified	monsters/chimera/idle_2	1.0	125.0
mutant	ambient_drone_10_f1159b44a3	Amplified	monsters/controller/ambient_drone_10	10.0	80.0
mutant	ambient_drone_8_ca6ca88795	Amplified	monsters/controller/ambient_drone_8	10.0	80.0
mutant	ambient_drone_9_03d8d2ff5b	Amplified	monsters/controller/ambient_drone_9	10.0	80.0
mutant	controller_idle_0_63976b026e	Amplified	monsters/controller/controller_idle_0	1.0	50.0
mutant	controller_idle_1_263dacd005	Amplified	monsters/controller/controller_idle_1	1.0	50.0
mutant	controller_idle_2_207dd9f763	Amplified	monsters/controller/controller_idle_2	1.0	50.0
mutant	bdog_eat_2_3f191f1cba	Amplified	monsters/dog/bdog_eat_2	1.0	40.0
mutant	bdog_growl_0_15224f4e60	Amplified	monsters/dog/bdog_growl_0	1.0	100.0
mutant	bdog_growl_1_158764e43e	Amplified	monsters/dog/bdog_growl_1	1.0	100.0
mutant	bdog_growl_1_157bfa8b7a	NLC	monsters/dog/bdog_growl_1	1.0	20.0
mutant	bdog_growl_2_60f2149716	Amplified	monsters/dog/bdog_growl_2	1.0	100.0
mutant	bdog_growl_0_cfef4cb139	NLC	monsters/dog/bdog_growl_0	1.0	20.0
mutant	bdog_idle_0_238ce72ecf	Amplified	monsters/dog/bdog_idle_0	1.0	100.0
mutant	bdog_idle_1_07dcd5144a	Amplified	monsters/dog/bdog_idle_1	1.0	100.0
mutant	bdog_idle_2_d2487973f2	Amplified	monsters/dog/bdog_idle_2	1.0	100.0
mutant	bdog_idle_3_54a14aaaf3	Amplified	monsters/dog/bdog_idle_3	1.0	100.0
mutant	bdog_idle_4_ab734da4e5	Amplified	monsters/dog/bdog_idle_4	1.0	100.0
mutant	flesh_eat_0_3d705778b2	Amplified	monsters/flesh/flesh_eat_0	2.0	16.0
mutant	flesh_eat_1_e980e67e1a	Amplified	monsters/flesh/flesh_eat_1	2.0	16.0
mutant	flesh_eat_2_882e61b88f	Amplified	monsters/flesh/flesh_eat_2	2.0	16.0
mutant	flesh_eat_3_5c6a618a35	Amplified	monsters/flesh/flesh_eat_3	2.0	16.0
mutant	flesh_eat_4_726b491601	Amplified	monsters/flesh/flesh_eat_4	2.0	16.0
mutant	flesh_eat_5_63efb32d0e	Amplified	monsters/flesh/flesh_eat_5	2.0	16.0
mutant	flesh_idle_0_9f7319e742	Amplified	monsters/flesh/flesh_idle_0	1.0	85.0
mutant	flesh_idle_1_19f106f6f2	Amplified	monsters/flesh/flesh_idle_1	1.0	85.0
mutant	flesh_idle_2_32bb380da4	Amplified	monsters/flesh/flesh_idle_2	1.0	85.0
mutant	flesh_idle_3_b18ddc3384	Amplified	monsters/flesh/flesh_idle_3	1.0	85.0
mutant	flesh_idle_4_35941598d6	Amplified	monsters/flesh/flesh_idle_4	1.0	85.0
mutant	fracture_idle_0_ed08244a80	Amplified	monsters/fracture/bck/fracture_idle_0	2.0	100.0
mutant	fracture_idle_1_e7ed1328b9	Amplified	monsters/fracture/bck/fracture_idle_1	2.0	100.0
mutant	fracture_idle_2_a22086116c	Amplified	monsters/fracture/bck/fracture_idle_2	2.0	100.0
mutant	fracture_eat_0_3736fc1e33	Amplified	monsters/fracture/fracture_eat_0	2.0	30.0
mutant	zombie_eat_0_18e7a12c6e	NLC	monsters/zombie/zombie_eat_0	1.0	20.0
mutant	fracture_eat_1_314baed063	Amplified	monsters/fracture/fracture_eat_1	2.0	30.0
mutant	zombie_eat_1_3ea039a541	NLC	monsters/zombie/zombie_eat_1	1.0	20.0
mutant	fracture_eat_2_2c89af8ac7	Amplified	monsters/fracture/fracture_eat_2	2.0	30.0
mutant	fracture_eat_3_149529387d	Amplified	monsters/fracture/fracture_eat_3	2.0	30.0
mutant	zombie_eat_3_be82f773e0	DeadAir	monsters/zombie/zombie_eat_3	0.7	400.0
mutant	zombie_eat_3_d63aa20639	NLC	monsters/zombie/zombie_eat_3	1.0	20.0
mutant	fracture_idle_0_75e1772d08	Amplified	monsters/fracture/fracture_idle_0	2.0	100.0
mutant	fracture_idle_1_89a21f9732	Amplified	monsters/fracture/fracture_idle_1	2.0	100.0
mutant	fracture_idle_2_d123cbd005	Amplified	monsters/fracture/fracture_idle_2	2.0	100.0
mutant	idle_0_ab6b9c0e9f	Amplified	monsters/fracture/idle_0	1.0	80.0
mutant	idle_1_877d6b86d9	Amplified	monsters/fracture/idle_1	1.0	80.0
mutant	giant_breath_0_be0f5521ae	Amplified	monsters/giant/giant_breath_0	3.0	95.0
mutant	giant_breath_1_cbe8e1931d	Amplified	monsters/giant/giant_breath_1	3.0	95.0
mutant	giant_breath_2_eb7a245d2f	Amplified	monsters/giant/giant_breath_2	3.0	95.0
mutant	giant_idle_0_9e9e7fb696	Amplified	monsters/giant/giant_idle_0	10.0	300.0
mutant	giant_idle_1_0d59520058	Amplified	monsters/giant/giant_idle_1	10.0	300.0
mutant	attack_0_a25217af9a	Amplified	monsters/lurker/attack_0	1.0	100.0
mutant	attack_1_97b381b78f	Amplified	monsters/lurker/attack_1	1.0	100.0
mutant	attack_hit_0_8f33baa311	Amplified	monsters/lurker/attack_hit_0	1.0	120.0
mutant	attack_hit_1_e86f2cadae	Amplified	monsters/lurker/attack_hit_1	1.0	120.0
mutant	attack_hit_2_fe63b0a27a	Amplified	monsters/lurker/attack_hit_2	1.0	120.0
mutant	attack_hit_3_8f83e755ab	Amplified	monsters/lurker/attack_hit_3	1.0	120.0
mutant	attack_hit_4_8a4afbecb2	Amplified	monsters/lurker/attack_hit_4	1.0	120.0
mutant	attack_hit_5_f7fb1450c4	Amplified	monsters/lurker/attack_hit_5	1.0	120.0
mutant	breath_0_2a4ea17286	Amplified	monsters/lurker/breath_0	2.0	20.0
mutant	breath_1_132de4be78	Amplified	monsters/lurker/breath_1	2.0	20.0
mutant	die_0_9d4e005aed	Amplified	monsters/lurker/die_0	1.0	100.0
mutant	die_1_41988d185b	Amplified	monsters/lurker/die_1	1.0	100.0
mutant	die_2_0a6b5a17ca	Amplified	monsters/lurker/die_2	1.0	100.0
mutant	die_3_47b052784a	Amplified	monsters/lurker/die_3	1.0	50.0
mutant	hit_0_984a0689a0	Amplified	monsters/lurker/hit_0	1.0	120.0
mutant	hit_1_7ab68772a0	Amplified	monsters/lurker/hit_1	1.0	120.0
mutant	hit_2_f6b4e0996a	Amplified	monsters/lurker/hit_2	1.0	120.0
mutant	hit_3_0915b41dbd	Amplified	monsters/lurker/hit_3	1.0	120.0
mutant	hit_4_310bac6330	Amplified	monsters/lurker/hit_4	1.0	120.0
mutant	hit_5_933a4d4cd9	Amplified	monsters/lurker/hit_5	1.0	120.0
mutant	hit_6_9b9f4103ae	Amplified	monsters/lurker/hit_6	1.0	120.0
mutant	idle_0_f7b8476f98	Amplified	monsters/lurker/idle_0	1.0	75.0
mutant	idle_3_ca41d49eb1	Amplified	monsters/lurker/idle_3	1.0	75.0
mutant	hit_0_818f9c42bc	Amplified	monsters/lurker/~hit_0	1.0	120.0
mutant	hit_1_abcfdfc224	Amplified	monsters/lurker/~hit_1	1.0	120.0
mutant	pauk_eat_0_ded12cf6ac	Amplified	monsters/pauk/pauk_eat_0	1	100
mutant	pauk_eat_1_27759e826a	Amplified	monsters/pauk/pauk_eat_1	1	100
mutant	pauk_eat_2_3e9be4b3a4	Amplified	monsters/pauk/pauk_eat_2	1	100
mutant	pauk_eat_3_4a4774be56	Amplified	monsters/pauk/pauk_eat_3	1	100
mutant	pauk_idle_0_f3b4199907	Amplified	monsters/pauk/pauk_idle_0	1	100
mutant	pauk_idle_1_278e7b7a02	Amplified	monsters/pauk/pauk_idle_1	1	100
mutant	pauk_idle_dist_61e68428a5	Amplified	monsters/pauk/pauk_idle_dist	1	100
mutant	idle_0_ee76225f84	Amplified	monsters/poltergeist/bck/idle_0	7.0	70.0
mutant	idle_1_8af0ff227f	Amplified	monsters/poltergeist/bck/idle_1	7.0	70.0
mutant	idle_2_a804997fec	Amplified	monsters/poltergeist/bck/idle_2	7.0	70.0
mutant	idle_3_bfb1f26a10	Amplified	monsters/poltergeist/bck/idle_3	7.0	700.0
mutant	idle_4_2309534178	Amplified	monsters/poltergeist/bck/idle_4	7.0	700.0
mutant	idle_5_e8ad9613ec	Amplified	monsters/poltergeist/bck/idle_5	7.0	70.0
mutant	idle_6_2a5ce402fc	Amplified	monsters/poltergeist/bck/idle_6	7.0	70.0
mutant	black_idle_d07b124937	Amplified	monsters/poltergeist/black_idle	5.0	50.0
mutant	fire_idle_0_1d2db51b65	Amplified	monsters/poltergeist/fire_idle_0	4.0	20.0
mutant	idle_3_68f1e7e73d	Amplified	monsters/poltergeist/idle_3	15.0	250.0
mutant	tele_idle_0_8d14f361b0	Amplified	monsters/poltergeist/tele_idle_0	2.0	30.0
mutant	idle_0_c16d14b922	Amplified	monsters/pseudodog/idle_0	1	100
mutant	idle_1_a0f246e0d6	Amplified	monsters/pseudodog/idle_1	1	100
mutant	idle_2_0e2769284b	Amplified	monsters/pseudodog/idle_2	1	100
mutant	pdog_idle_0_1c4774d8e2	Amplified	monsters/pseudodog/pdog_idle_0	1.0	100.0
mutant	pdog_idle_1_782f71ca34	Amplified	monsters/pseudodog/pdog_idle_1	1.0	100.0
mutant	pdog_idle_3_0f97195740	Amplified	monsters/pseudodog/pdog_idle_3	1.0	100.0
mutant	pdog_idle_4_a9f1f1c188	Amplified	monsters/pseudodog/pdog_idle_4	1.0	100.0
mutant	breath_0_f584ba9939	Amplified	monsters/psysucker/breath_0	1.0	10.0
mutant	breath_1_9cf31b5490	Amplified	monsters/psysucker/breath_1	1.0	10.0
mutant	breath_1_461293a121	Soundscape	monsters/psysucker/breath_1	1.0	10.0
mutant	snork_eat_0_85d6dee889	Soundscape	monsters/snork/snork_eat_0	1.0	25.0
mutant	snork_idle_0_21ec309b2f	Amplified	monsters/snork/snork_idle_0	1.0	25.0
mutant	snork_idle_1_b2b7d871dd	Amplified	monsters/snork/snork_idle_1	1.0	25.0
mutant	snork_idle_2_b73ff7e237	Amplified	monsters/snork/snork_idle_2	1.0	25.0
mutant	zombie_eat_0_4566a773ac	Amplified	monsters/zombie/zombie_eat_0	1	100
mutant	zombie_eat_1_83abf6c928	Amplified	monsters/zombie/zombie_eat_1	1	100
mutant	zombie_eat_2_c4d7dbf86e	Amplified	monsters/zombie/zombie_eat_2	1	100
mutant	zombie_idle_10_09046309a2	Amplified	monsters/zombie/zombie_idle_10	1	100
mutant	zombie_idle_11_064ed440d4	Amplified	monsters/zombie/zombie_idle_11	1	100
mutant	zombie_idle_17_affb023ee2	Amplified	monsters/zombie/zombie_idle_17	1	100
mutant	zombie_idle_12_0c44662b6a	Amplified	monsters/zombie/zombie_idle_12	1	100
mutant	zombie_idle_13_ef19a1b430	Amplified	monsters/zombie/zombie_idle_13	1	100
mutant	zombie_idle_14_95b81bce17	Amplified	monsters/zombie/zombie_idle_14	1	100
mutant	zombie_idle_15_06ae1cc51e	Amplified	monsters/zombie/zombie_idle_15	1	100
mutant	distant_2_4a23f4488d	Soundscape	ambient/soundscape/mutants/flesh/distant_2	5.0	200.0
mutant	distant_3_f97fd79270	Soundscape	ambient/soundscape/mutants/flesh/distant_3	5.0	200.0
mutant	distant_4_e4f07df86f	Soundscape	ambient/soundscape/mutants/flesh/distant_4	5.0	200.0
mutant	idle_1_51eaf00fc0	Soundscape	monsters/bloodsucker/idle_1	1.0	70.0
mutant	idle_2_98b971520f	Soundscape	monsters/bloodsucker/idle_2	1.0	70.0
mutant	idle_2_9e081a0c55	NLC	monsters/bloodsucker/idle_2	1.0	30.0
mutant	idle_3_b6f9ac92b7	Soundscape	monsters/bloodsucker/idle_3	1.0	70.0
mutant	idle_3_1ec544dd0f	NLC	monsters/bloodsucker/idle_3	1.0	30.0
mutant	idle_4_243164ac29	Soundscape	monsters/bloodsucker/idle_4	3.0	70.0
mutant	idle_4_61ea9a0ac0	NLC	monsters/bloodsucker/idle_4	1.0	30.0
mutant	idle_5_651ee97051	Soundscape	monsters/bloodsucker/idle_5	3.0	70.0
mutant	sucker_breath_mix_0_30b20ffae7	Soundscape	monsters/bloodsucker/sucker_breath_mix_0	1.0	20.0
mutant	sucker_breath_mix_0_6ca3d2ddb3	NLC	monsters/bloodsucker/sucker_breath_mix_0	0.5	25.0
mutant	sucker_growl_0_667224ecb1	Soundscape	monsters/bloodsucker/sucker_growl_0	1.0	125.0
mutant	sucker_growl_1_330d6c4686	Soundscape	monsters/bloodsucker/sucker_growl_1	1.0	125.0
mutant	sucker_growl_2_59b75262aa	Soundscape	monsters/bloodsucker/sucker_growl_2	1.0	125.0
mutant	sucker_growl_3_5f99a66a25	Soundscape	monsters/bloodsucker/sucker_growl_3	1.0	125.0
mutant	sucker_growl_4_82c5a69851	Soundscape	monsters/bloodsucker/sucker_growl_4	1.0	125.0
mutant	swamp_growl_1_5488de1422	Soundscape	monsters/bloodsucker/swamp_growl_1	5.0	150.0
mutant	burer_idle_0_368699cbff	Soundscape	monsters/burer/burer_idle_0	1.0	100.0
mutant	burer_idle_1_3dd86a8b29	Soundscape	monsters/burer/burer_idle_1	1.0	100.0
mutant	chimera_growl_1_c8e49e034e	Soundscape	monsters/chimera/chimera_growl_1	5.0	175.0
mutant	chimera_idle_1_f2d7dee8de	Soundscape	monsters/chimera/chimera_idle_1	10.0	150.0
mutant	chimera_idle_2_2d112f9ee2	Soundscape	monsters/chimera/chimera_idle_2	10.0	150.0
mutant	flesh_idle_0_e8536f1698	Soundscape	monsters/flesh/flesh_idle_0	1.0	85.0
mutant	flesh_idle_1_32276914e2	Soundscape	monsters/flesh/flesh_idle_1	1.0	85.0
mutant	flesh_idle_2_a123a5e894	Soundscape	monsters/flesh/flesh_idle_2	1.0	85.0
mutant	fracture_idle_0_5996c47bc4	Soundscape	monsters/fracture/fracture_idle_0	2.0	100.0
mutant	fracture_idle_1_cee99ad05c	Soundscape	monsters/fracture/fracture_idle_1	2.0	100.0
mutant	fracture_idle_2_76340f4e18	Soundscape	monsters/fracture/fracture_idle_2	2.0	100.0
mutant	giant_breath_1_ddac7f3eb4	Soundscape	monsters/giant/giant_breath_1	3.0	95.0
mutant	giant_breath_2_7eb374c99a	Soundscape	monsters/giant/giant_breath_2	3.0	95.0
mutant	giant_idle_0_c31a464981	Soundscape	monsters/giant/giant_idle_0	10.0	300.0
mutant	giant_idle_0_b7b7d5f2a0	NLC	monsters/giant/giant_idle_0	5.0	75.0
mutant	giant_idle_1_89938fdf9b	Soundscape	monsters/giant/giant_idle_1	10.0	300.0
mutant	giant_idle_1_61657bdab5	NLC	monsters/giant/giant_idle_1	5.0	75.0
mutant	black_idle_f41306b20e	Soundscape	monsters/poltergeist/black_idle	5.0	50.0
mutant	fire_idle_0_b958cf0401	Soundscape	monsters/poltergeist/fire_idle_0	4.0	20.0
mutant	idle_0_e8856557fe	Soundscape	monsters/poltergeist/idle_0	7.0	70.0
mutant	idle_1_36e47d545e	Soundscape	monsters/poltergeist/idle_1	7.0	70.0
mutant	idle_2_78dcd50a41	Soundscape	monsters/poltergeist/idle_2	7.0	70.0
mutant	idle_3_9c2eda4a16	Soundscape	monsters/poltergeist/idle_3	7.0	70.0
mutant	tele_idle_0_44b9986844	Soundscape	monsters/poltergeist/tele_idle_0	2.0	30.0
mutant	tele_idle_0_a00e3f05d7	Soundscape	monsters/poltergeist/~tele_idle_0	4.0	18.0
mutant	tele_idle_0_b0eae8fb98	NLC	monsters/poltergeist/tele_idle_0	2.0	30.0
mutant	snork_idle_0_faed088394	Soundscape	monsters/snork/snork_idle_0	1.0	75.0
mutant	snork_idle_1_c8cc9e4c8f	Soundscape	monsters/snork/snork_idle_1	1.0	75.0
mutant	snork_idle_2_4f6a1b98ba	Soundscape	monsters/snork/snork_idle_2	1.0	75.0
mutant	zombie_eat_1_dccbe7da45	Soundscape	monsters/zombie/zombie_eat_1	1.2	30.0
mutant	zombie_eat_2_ec64aa17bf	Soundscape	monsters/zombie/zombie_eat_2	1.2	30.0
mutant	zombie_eat_3_8b0ca5d8fd	Soundscape	monsters/zombie/zombie_eat_3	0.5	30.0
mutant	zombie_idle_1_3265de9380	Soundscape	monsters/zombie/zombie_idle_1	1.2	70.0
mutant	zombie_idle_10_e055d45c84	Soundscape	monsters/zombie/zombie_idle_10	1.2	70.0
mutant	zombie_idle_11_518ac800f4	Soundscape	monsters/zombie/zombie_idle_11	1.2	70.0
mutant	zombie_idle_12_05cd96cf68	Soundscape	monsters/zombie/zombie_idle_12	1.2	70.0
mutant	zombie_idle_13_af0e2f9325	Soundscape	monsters/zombie/zombie_idle_13	1.2	70.0
mutant	zombie_idle_8_c5fd2ff938	Soundscape	monsters/zombie/zombie_idle_8	1.2	70.0
mutant	zombie_idle_1_f3f6a90206	DSMutants	monsters/zombie/zombie_idle_1	1.2	70.0
mutant	zombie_idle_10_14bbb81caa	DSMutants	monsters/zombie/zombie_idle_10	1.2	70.0
mutant	zombie_idle_11_8f0c5ee347	DSMutants	monsters/zombie/zombie_idle_11	1.2	70.0
mutant	zombie_idle_12_69d27e808c	DSMutants	monsters/zombie/zombie_idle_12	1.2	70.0
mutant	zombie_idle_13_2b318a963d	DSMutants	monsters/zombie/zombie_idle_13	1.2	70.0
mutant	zombie_idle_15_10cfbd607d	DSMutants	monsters/zombie/zombie_idle_15	1.2	70.0
mutant	zombie_idle_2_12781f4472	DSMutants	monsters/zombie/zombie_idle_2	1.2	70.0
mutant	zombie_idle_3_911abef556	DSMutants	monsters/zombie/zombie_idle_3	1.2	70.0
mutant	zombie_idle_4_7dda34f6c6	DSMutants	monsters/zombie/zombie_idle_4	1.2	70.0
mutant	zombie_idle_5_939dd690d3	DSMutants	monsters/zombie/zombie_idle_5	1.2	70.0
mutant	zombie_idle_6_a1c477d563	DSMutants	monsters/zombie/zombie_idle_6	1.2	70.0
mutant	zombie_idle_7_1bb3f281a8	DSMutants	monsters/zombie/zombie_idle_7	1.2	70.0
mutant	zombie_idle_8_7b1f04ea9c	DSMutants	monsters/zombie/zombie_idle_8	1.2	70.0
mutant	zombie_idle_9_8579af03d7	DSMutants	monsters/zombie/zombie_idle_9	1.2	70.0
mutant	rnd_growl_2_e19afa1e9f	DeadAir	ambient/lar_ambients/af3/rnd_growl_2	27.0	150.0
mutant	rnd_mutant_11_d2655f5205	DeadAir	ambient/lar_ambients/af3/rnd_mutant_11	30.0	150.0
mutant	rnd_mutant_13_1b49dd9501	DeadAir	ambient/lar_ambients/af3/rnd_mutant_13	30.0	150.0
mutant	rnd_mutant_14_c690798603	DeadAir	ambient/lar_ambients/af3/rnd_mutant_14	30.0	150.0
mutant	rnd_mutant_2_9baa0e8306	DeadAir	ambient/lar_ambients/af3/rnd_mutant_2	30.0	150.0
mutant	rnd_mutant_3_d56080c8f0	DeadAir	ambient/lar_ambients/af3/rnd_mutant_3	30.0	150.0
mutant	rnd_mutant_4_b22c8ddbd4	DeadAir	ambient/lar_ambients/af3/rnd_mutant_4	30.0	150.0
mutant	rnd_mutant_8_45af6e3380	DeadAir	ambient/lar_ambients/af3/rnd_mutant_8	30.0	150.0
mutant	ambient_mutant_1_339301f320	DeadAir	ambient/rnd_outdoor/ambient_mutant_1	30.0	150.0
mutant	bs_distant_growl_1_7de4436718	DeadAir	ambient/rnd_outdoor/bs_distant_growl_1	1.0	300.0
mutant	rnd_growl_1_4a5ba9b164	DeadAir	ambient/rnd_outdoor/rnd_growl_1	10.0	300.0
mutant	rnd_mutant_13_4a373f8a00	DeadAir	ambient/rnd_outdoor/rnd_mutant_13	10.0	300.0
mutant	rnd_mutant_14_64d6ed8d77	DeadAir	ambient/rnd_outdoor/rnd_mutant_14	10.0	300.0
mutant	rnd_mutant_2_592fd73397	DeadAir	ambient/rnd_outdoor/rnd_mutant_2	10.0	300.0
mutant	rnd_mutant_3_6d5ba80756	DeadAir	ambient/rnd_outdoor/rnd_mutant_3	30.0	150.0
mutant	rnd_mutant_4_beba874d7f	DeadAir	ambient/rnd_outdoor/rnd_mutant_4	30.0	150.0
mutant	rnd_mutant_8_97dfed4c54	DeadAir	ambient/rnd_outdoor/rnd_mutant_8	10.0	300.0
mutant	rnd_mutant_9_2e61b753d4	DeadAir	ambient/rnd_outdoor/rnd_mutant_9	10.0	300.0
mutant	bloodsucker_script_attack_0_14a702d58d	DeadAir	monsters/bloodsucker/distant/bloodsucker_script_attack_0	5.0	60.0
mutant	bloodsucker_script_attack_1_37b40ea751	DeadAir	monsters/bloodsucker/distant/bloodsucker_script_attack_1	5.0	80.0
mutant	idle_0_c6b8cf25af	DeadAir	monsters/bloodsucker/idle_0	0.6	200.0
